user_name,user_country,review_datetime,review_text,review_rating,source,sight,country_rus
kellie a,eng,03.06.19,"we had good weather so that was a plus. Kamchatka has 26 surrounding volcano's.. and Beautiful views from the lookout, the day we were there, we had blue skies but usually it's raining or snowing and miserable. It was freezing (early May), guards were everywhere and not impressed with any tourists. Felt like they were stuck in the 60's. And dont bother with the military museum... pretty poor.",4,tripadvisor,Полуостров Камчатка,Англоязычная страна
akshaymay2981,india,27.10.18,"It's one of the most beautiful places I have ever encountered , just a pure Bliss and spectacular view of snow .",10,tripadvisor,Полуостров Камчатка,Индия
Travellen07,dubai,25.09.18,"Kamchatka has been a place I have been wanting to go for ages now and finally in July, I had the opportunity to go with Lost World Tours, and they were excellent. Even before going, they were responsive to answer all my questions and super helpful. I had a lovely group of 10 travelers and the BEST guides Vitaliy and Diana (translator). I have done many group trips before with many different experiences with guides, and by far this team was incredible. Vitaliy is absolutely amazing, he went above and beyond to not only educate us about his home, Kamchatka, but really made his best effort to make us as comfortable as possible. It is a very physically demanding job, in/out of the truck with bags, camping gear, etc, but he always was there to lend a hand and breezed through the hikes as we were all huffing and puffing, lol. He was also VERY well educated and informed about the topography and geography of Kamchatka and I really learned a lot. Diana was AMAZING! She spoke EXCELLENT English and also made many efforts to keep us happy and comfortable as well, always going beyond her call of duty. We were VERY lucky that they got along super well and that our whole group got along as it is a taxing trip, hours and hours on bumpy roads, the volcano hiking is quite difficult, and it is fairly remote. There is some down time, so I definitely recommend bringing cards or books (we didn't have access to electricity and power for many days). The cook was good, she did the best with what we could get on the road. Not the healthiest of foods, but considering the circumstances, we were definitely well fed and I think most of us actually gained weight. As weather is quick changing there, as I think 99% of any tour to Kamchatka is, we did have to change our itinerary a bit, but everything worked out and we had some VERY VERY lucky days and also unlucky days (as far as weather). Vitaliy was great about making decisions on what would be the best and safest, and we all trusted him completely. The tents and equipment were all good and we were lucky that we got a 'newer' truck that was spacious enough. It could fit 14 and we were only 10, and they were saying the next group had 14 people, which would definitely make it really really tight, so am thankful we only had 10 people. We did volcano hiking at all 4 volcanoes, Tolbachik, Gorely, Mutnovsky, and Avachinsky - all unique in their own right and had breathtaking views (climbs not so easy). I loved exploring the volcanoes and especially seeing the flowers that can grow there, very beautiful. The added trips to Kuril Lake (which I did, was AMAZING) and the geysers was easily arranged for by Lost World. It was a magical trip and I REALLY have to thank Lost World for their professionalism and for making it such a great trip. Was really a once in a lifetime experience! p.s. Don't forget mosquito repellent, they were everywhere at times! Although I brought some, most of us did, we all had to replenish.",10,tripadvisor,Полуостров Камчатка,Дубай
Sam61HongKong,china,09.09.18,"I just came back from Kamchatka and wanted to report another way to do independent travel there—by renting a four-wheel drive car. This is not as cheap as what emorre just described, but significantly less expensive for families than joining a tour. There are five people in my family, so it would be pretty expensive if each member joined a tour. By renting a car, it is possible to go out of town to some of the more scenic sites on your own, at your own pace, without spending a fortune. Companies like Hertz or Avis do not operate in Kamchatka, but we went with a local company called CarGo41, run by a Russian named Sergey. He also helped us arrange helicopter tours, found hotels, and arranged visas for us. Initially, I was worried about working with CarGo given the lack of an international reputation. When he offered to reserve a car for us without requiring any kind of a deposit, I was a little worried. I actually arrived in Kamchatka three days late because of flight delays, but he delivered the car to me and did not even ask me to pay for the three days that he held the car for me. His cars are not new like those at Hertz, but they were good enough for what I wanted to do--which was to travel to the back country on dirt roads. Sergey was extremely helpful. Once we lost our luggage on the dirt road. He went through the local social media, discovered that the luggage had been picked up by a local tour company, and then went across town to pick it up for us! Fantastic service. One caution that I have about independent travel in Kamchatka is that the English level is not very high, so I had to communicate using a google translator. Despite not being able to read Russian, it was relatively easy to find places using the GPS on the phone and an app called maps.me. Sergey pinpointed all the locations to visit on the app, so I just followed it. We visited Gorley, Mutsonova, Kylutsky, and Avachinsky. We also took helicopter trips to Kurile Lake and Valley of the Geysers. We also enjoyed camping and having our own four while drive vehicle gave us the flexibility to go anywhere we wanted. The scenery was fantastic—a combination of Iceland and Alaska, and it was great to camp at scenic spots. Of course, bears are a danger, but I bought bear spray just in case. Fortunately, we never needed to use it. One other caution is that while it is nice being able to drive on your own, the roads are pretty rough, so there is always the potential of getting stuck. However, local Russians are extremely kind, and were extremely helpful when I needed help.",10,tripadvisor,Полуостров Камчатка,Китай
David Fleming,australia,07.09.18,"After travelling to nearly 60 countries, this region of Russia must be one of the most unspoilt and beautiful locations I have been. The raw and natural beauty, the wildlife, the geology & active volcanoes.... Getting around can be a little troublesome, tourist facilities may be less than world class, but the put this aside and appreciate what the world has to offer in Kamchatka - you'll be impressed!",10,tripadvisor,Полуостров Камчатка,Австралия
Eva M,belgia,19.08.18,"My husband and me went to Kamchatka in the beginning of August, and found very little information in English for the independent traveller. This revue is a try to remedy this situation and make this wonderful peninsula a bit more accessible for people who don't want to book a tour guide. We landed in Yelizovo, and took the bus to PK from the airport (nr.104). The bus stops just in front of the airport building, the first stop on the right hand side. You can get the ticket on the bus. PK itself is a very ugly city, with not that much to see. The street is divided in KM's, in the sense that the location is always given in relation to the sea. Therefore, KM0 is the city centre, next to the harbour. We stayed in a guesthouse close to KM4, where the main church is found, the guesthouse was called The House, and was ok. On KM6 there is an interesting market where you can find all kinds of fresh fruits and vegetables, fish and meat, and a lot of other things like tipical Russian sweets. The main bus station to go out of town is on KM10. There we took the bus to Esso the next day, which leaves every day at 9am. However, it is advisable to buy the tickets a couple of days in advance. When we left, the only other tourists didn't have a ticket yet; for some of them there was still place, others needed to come back the day after. The ticket office is found in the building behind the bus parking lot. There is a small shopping mall, and behind the shopping mall, there is a small door with the ticket office for the bus to Esso. The cost was around EUR 30 per person. The bus takes 9 hours to reach Esso. At noon it stops in Milkovo, a small mining town, of little touristic interest. There is one restaurant that is open during lunch, but the food there is quite horrible, so you might want to bring a lunch with you. Especially in case of good wheather; We arrived in Esso aroun 17pm. We stayed at Grushanka guesthouse, which I would highly recommend, as Vladimir is one of the only people we have encountered in Esso who could speak English well. https://www.tripadvisor.nl/Hotel_Review-g2538810-d8517868-Reviews-Guest_House_Grushanka-Esso_Bystrinsky_District_Kamchatka_Krai_Far_Eastern_District.html In the evening we went to the public swimming pool, in open air, in the centre of the city, which is without doubt the nicest place in town. We also had diner at the only restaurant in town, but wouldn't really recommend it. The price was rather high, service was bad, and the food was edible, but nothing more than that. If your guesthouse has a kitchen or makes diner for their guests (both options existed at our guesthouse), that is a better option. The day after that we tried to walk in Bystrinsky National Park, but honestly, we were not impressed. There were 1000's of mosquitoes, so after two hours and litterally more than 200 bites per person, we gave up. We had mosquito spray, long trousers... with us, but that all didn't matter. You really need to cover your head in one of those anti-bee-outfits if you want to try going out there. There are also bears in the forest, so you might want to take one of the horns to blow to scare them away which are available at the natural park information center. The Bystrinsky information center is located in the center of Esso. they are very friendly, but do not speak a word of English. My Russian is very basic, but somehow we managed to explain ourselves. So, they gave us this anti-bear horn, which we needed to bring back after the walk (there is a two-day walk, with 3 unguarded huts in the middle, in case you want to do the hike in 3 days instead). If you have a GPS - which I would recommend having for Kamchatka - they can install the track of the trail on your GPS. We didn't have a professional GPS, but used Maps.me on our cellphones, which worked perfectly well. It had all the trails indicated, throughout Kamchatka. The only problem was the battery of our cellphones, so we took an extra battery with us. After the failed trip at Bystrinsky Park - which we stopped because of the mosquitoes, and because honestly we didn't think the surroundings were that special. We both travelled extensively in the Alps before, and being compared to them, we think the Alps are more pretty than the part of Bystrinsky Park we got to see. With the help of our guesthouse-host we found out there are different what's app groups - all in Russian, where tours offer free places to travellers. He managed to arrange a trip for us to Tolbachik volcano for RUB 5000 each, while the normal price would be around RUB 15.000. The next day we left with a military-like truck to Tolbachik. We only paid RUB 5000 for the transport back and forth, so we weren't complaining, but basically we travelled for around 8h in the back of a truck without windows. They did give us a walkie talkie in case of an emergency, so they could unlock the back of te truck, as we couldn't open it ourselves. Anyhow, the travel was not very comfortable, but on the other hand, we got what we paid for. Normally people get a proper seat, in a bus with windows, plus food and tents which are provided. As we had our own tent, we were pretty independent. We arrived at Tolbachik basecamp in the early evening. The next day we went up the volcano, which was a spectacular walk. We left our tent in place, and only took a small backpack with food, water and warm clothes, and of course the GPS. The tracks in Kamchatka are never really indicated, even if locals say they are. True, often there is only one road, but then again, in the fog, it would be difficult to find your way without a GPS. Fortunately, we were very lucky with the wheather. We started our ascent next to the lava field. You follow the main road going up, until the lava field. The road for pedestrians continues on the left of the field. At a certain point, there are white marks on the lava field, where you have to cross it. This is the only part where you have to make sure that you don't miss this turn to the right. On the other side of the lava field, the road continues, until the crater. In total it is around 1500m of height difference (I don't know exactly, but it felt like something similar). The road is not very difficult though: it continues upwards quite steadily, but never too steep. Back and forth it took us around 9h. There are plenty of other nice places to do multiple day-trips in the region, but you would need to plan your trip back beforehand. We didn't plan to return later, and didn't bring enough food with us for multiple days either, so needed to go back the next day. From Tolbachik you could potentially even hike to Kluchi in I esteem around 7 days, but for Kluchi you would need to arrange a special permit beforehand. - All areas we visited were free of a special permit. Only some areas more north than Esso need permits, which should be obtained in PK. As we didn't want to return to Esso the day after, we asked the jeep to leave us on the main road between Kluchi and PK. From there we hitchhiked back. As it was already evening, we managed to get to Milkovo (halfway). About hitchhiking: we hitchhiked on several occasions, and it was very very very easy in Kamchatka. People are aware that otherwise you might be eaten by a bear, or nobody might pass until next morning, so ALL of the cars always stopped, either to take us with them, or to ask why we were there and if we had any problems. People are very friendly, even with my very limited Russian language skills. Milkovo is not impressive as a town. We stayed in hotel Geolog - there are 3 hotels in town, but no restaurant for the evening. As we didnt have a kitchen in our room, we ended up ordering take away pizza... it took them over 2 hours to bring us the food. Anyhow, Milkovo has a new bus station (build in 2017-2018?) and several busses a day bring you to PK. We took a bus at 8 am. Other busses left at 10.30 and in the evening. Maybe there were more busses in the afternoon as well, I don't know. We went directly to the visitor center in Yelizovo, which is to be found on the first floor of the bus station in Yelizovo. The person working there (open Mo-Fr 10-18h) was very friendly, but spoke very limited English. There are some interesting flyers though. From Yelizovo we took bus nr. 111 (or was it 110, don't remember; one leaves from PK, the other from Yelizovo) to Paratunka - the town of the hot springs. Paratunka looks more like a street than a town though. We told the bus driver we wanted to get of at the way - they don't call it a street, because it lacks asphalt - to Mutnovskaya. He dropped us of at the right bus stop. There we waited about 5 minutes before getting a lift to the hydrotermal powerplant at the base of Mutnovskaya. When hitchhiking here, make sure that your driver is going either to the powerplant, to Gorely, or to a camping place which is to be found halfway. Other drivers we have met went into the forests on side roads, and it might be dangerous to stay on the mainroad in the middle of the forest alone, because of the bears. The ride from Paratunka to Mutnovskaya took us around 3hours (on the way back we hitchhiked with a tourist bus, which took about 4 hours to reach Paratunka). From the car park of the power plant, there is a food road on the right of the power plant, which takes you to the base camp in around 20 minutes - next to another building of the power plant. Just next to the base camp there is a small hot spring for bathing, which is really nice. The first day we left the tent in the basecamp, and with a small backpack we went up the Mutnovskaya crater. The road is quite long, but not difficult. Even though it was august, there was quite a lot of snow fields we needed to cross, so take hiking boots with you that can stand the water. Mutnovskaya crater is really the most interesting vulcanological phenomenon I have ever seen - way better than Tolbachik or even Iceland. It is really impressive, and should not be missed. The trip to the crater and back took us around 10h. The day aferwards, we took our tent and everything, and went to Gorely basecamp. We took the pass over the mountains instead of the roads for the cars. The way is not well indicated, and was not in our maps.me program either, but with good wheather you can't get lost. The negative part was that on the other side of the valley, there was even more snow, which made it a hard trek. It took us 4 hours to reach Gorely basecamp. We put up our tent, and took a small backpack to go up Gorely. This is a very easy walk (around 800m height difference), and back and forth it took us - a semi-circular tour around the crater included - around 4 more hours. Gorely is beautiful, but if you have to chose, Mutnovskaya is way more impressive - if you like volcanoes of course. The day after the Gorely ascent we hitchhiked back to Yelizovo. At that point, we didn't meet anybody who did not have a bear encounter - accept us, so we were really lucky. There are no cheap hotels in Yelizovo center, so we took a guesthouse which was reachable by marshrutka - minibus - nr. 8, at the end of the line. The minibus went 3 times an hour, and took about 10 minutes to reach the center. We had the best diner we had in Kamchatka in Art Hotel - a hotel in the city center, but which charges around EUR 100 for a room. The diner was - 3 courses and a bottle of wine around EUR 40 pp. The fish was excellent, and the service good - ok, we were the only customers, but still. The day after that we visited the Vulcanological museum in PK, very modern and well structured museum, with English (and Russian of course) explanations. You can also hire a guide, but the explanations are already pretty good by themselves. We had another ""fancy"" diner at Kamchatka Local Kitchen. The restaurant is around 1.5km walking from KM6 (not on the main road). The food was good, but it is definitely overpriced. Portions are small, and the whole atmosphere is very over the top, without having a good service. The waiters didn't know what they were doing, didn't speak english, and were not very friendly. Food was ok, but for the same price, the Art Hotel in Yelizovo is way better. We also asked around to have a final day tour. As we didn't encounter any bears on our journey, we thought about going to Kuril Lake in the south, but the price for a helicopter ride to Kuril started at EUR 600 per person. A boat trip in the Avacha bay was more affordable, at around EUR 100 per person, but still, for a boat trip, we didn't think it was worth the money, so we missed out on those things. Just to give you an idea: for our holiday of 10 days we paid EUR 500 per person, all included, apart from our flight tickets; and we did not have the impression to pay attention to what we spent. I hope you, readers, find these explanations useful. In case you still have further questions which you think I could answer about this wonderful place in Russia's Far East, feel free to contact me. Kamchatka certainly is worth visiting, even for the budget traveller!",10,tripadvisor,Полуостров Камчатка,Бельгия
Robert C,eng,17.08.18,"A group of us did the Rainbows from Above trip last year with Best of Kamchatka. We got some bad luck along the way that was beyond the outfitter's control (plane flight delayed a day, rain delayed the helicopter flight to camp another day) but for the part they could control it was poor. We're pretty serious fly fisherman and given the high cost we expected to get a lot of time on the water. Our camp wasn't near any water. I ended up with 15 hours on fishable water for the week (that worked out to about $1,000 an hour). The Russian guide and pilot wouldn't leave in the morning until 9:30 and wanted to go back to camp by 4 PM each day. Any signs of clouds and we headed back. Half of us got dropped on a river that was 3 inches deep and the guide didn't bring his radio to call the copter back so we hiked for the whole morning until we got to the copter. Lost another half day. When we did get to fish it was truly amazing. The whole experience is unique in a lot of ways. But it is hard to reconcile with the price and how little fishing we actually did. There was no discussing longer days with the Russians. Just told no. Pretty dismissive of our wishes. We talked to the American outfitter when we got back and Will was not happy about what happened but wouldn't refund any money including our helicopter fuel charges which were for 5.5 days when we only used 3 days. It's too bad as this could have been great. I don't recommend going with this outfitter.",4,tripadvisor,Полуостров Камчатка,Англоязычная страна
Tatyana T,australia,29.07.18,"A truly amazing trip to explore the Far East of Russia for the first time. Two weeks was not enough to experience this wonderful area of the world. The wildlife was spectacular, the scenery beautiful and the people of the region friendly. The staff of Silversea are just the best, they made the experience even more wonderful. You can only see the sights we saw by cruising and Silversea made this possible, their zodiacs were great and the Expedition staff were amazing.",10,tripadvisor,Полуостров Камчатка,Австралия
Avraham G,usa,03.10.17,"In August 2017 we visited Kamchatka, Russia for the first time. Two weeks should be considered minimal for a first visit there, certainly not enough, surely we will return for more. The place is amazing, in many aspects it is unique in comparison with other tourist destinations, and this is said after extended trips over the past 30 years to Australia, China, Japan, South East Asia (Singapore, Malaysia, Laos, Cambodia & Indonesia) to Europe and of course in the United States. Kamchatka is different, emphasis on different. Unless you are an extreme winter sports buff, the touring season in Kamchatka will limit your visit to the months of July – August, maybe from late June to Early September but that is already taking a risk with the weather. Not that in July or August you will sunbathe on a beach, no way, but at least there is a chance for relatively dry days and passable terrain, as most sites and sights in Kamchatka are accessible via rough gravel roads and by foot, some only by helicopter. So prepare for extensive walking. We arrived by flight from Anchorage. It is a weekly flight of Yakutia Airline which is available only 10 weeks each summer. Other options (certainly longer and perhaps cheaper) are via Beijing, Seoul, Tokyo, Moscow, and Vladivostok, Russia. But enough with the introduction, what we have seen and experienced is more important. Rafting and fishing on a river, climbing up volcanoes, viewing bears in the wild, walking by steaming Sulfur fumaroles and bubbling mud pools, with a native ethnic festival and a few museums to cap the visit, all this in two week – WOW !!! Our host was Martha Madsen (an American from Homer, Alaska living in Kamchatka for over 20 years and worthy of a story in her own right) who runs a lovely Bed and Breakfast place in Yelizovo, as well as the Explore Kamchatka (www.explorekamchatka.com / explorekam@gmail.com) service. Martha organized the entire visit including tours, guides, translators, vehicles, helicopter flights, rafting, overnight stays, several visits to geo-thermal pools, in short – everything (!!!) in a most professional yet personal and friendly manner. We feel that we have gained a friend. For specifics and details, kindly see the following reviews: Mutnovsky Volcano Gorely Volcano Kurile Lake Kamchatka Museum of Local Lore Small Valley of Geysers T-34 Tank Monument The fact that during our two weeks in Kamchatka and with its reputation for erratic weather we did manage to see some 90% of the planned program is thanks to Martha’s skill and knowledge. As already stated by one far greater than myself (Gen. McArthur): “We Shall Return”.",10,tripadvisor,Полуостров Камчатка,США
TinaQ,russia,28.09.17,"If there are three natural wonders in Russia you can't miss, it's Altai mountains, lake Baikal and Kamchatka peninsula. Preferably see it in that order, because after seeing the magnificent natural beauty of the Kamchatka peninsula, nothing will ever wow you the same way. Trust me. It's a trip you will enjoy and cherish the memories of forever. The thing to see. (Just be prepared the prices are a bit higher and services are not top notch.)",10,tripadvisor,Полуостров Камчатка,Россия
Toh A,singapore,22.09.17,"If you are contemplating on a trip to Kamchatka, look no more. Here, I would like to share with you my experience of an exotic, eye opening and memorable trip I had in this peninsula this summer/autumn. We travelled by helicopters and a 6WD army truck; crossing rivers in search for brown bears along the rivers choked with red salmons; sleeping in tents in valleys surrounded by volcanoes - one could feel the pulsation of the land when lying in the tents; hiking to view the calderas/craters, geysers, lava fields and volcanoes with gases spewing into the air . We encountered late summer, early autumn and winter climates over a day, and that made the landscapes even more lovely. This trip was made memorable because of our hosts from the Lost World. Our tour guide Artyom not only speaks fluent English, he is also experienced, knowledgeable and caring. He is passionate about his job and this land. I was touched when he braved the cold at 1-2 am to clear the snow that was weighing on our tents. He was quick to change itinerary when typhoon Samvu from Japan was heading towards Kamchatka. The Lost World took responsibility for our safety, the company was gracious in absorbing the extra hotel bills incurred. The cook Larissa kept us well fed with local cuisines better than those of the 4/5-star hotels. Jynia's driving skills was incrediable. He took us in the truck across ice fields, running streams, up and down hilly slopes and valleys full of lava. The trip ended with an unexpectedly exotic dinner in a choom (similiar to a yurt) in no-where. We were treated to salads of wild plants such as fenn, smoked salmons and Russian Volka. The host played guitar and piano and sang beautiful Russian melodies. 'Spasibo' to the Lost World. Carol from Singapore 22/9/2017",10,tripadvisor,Полуостров Камчатка,Сингапур
iamarugger,china,20.09.17,"Kamchatka is one of the most wild and remote places on the planet. You will many days get 4 seasons in one day. That being said you need to go with an open mind and a plethora of patience. If you do, you will have a fantastic time. If you are high strung, need things to be orderly and on schedule, and are looking for the four seasons this is not a place for you. Things are many times delayed/outright cancelled due to weather or other logistical issues and are many times out of the hands of Lost World although people might attempt to blame them for these problems. We were on the bears and volcano tour. We started the trip with a very delayed helicopter trip to Kuril Lake. This lake is the place to see brown bears. We stayed in a lodge, about 8 to 10 to a room. Make sure to pack ear plugs in case anyone in your group snores. Electricity was on after 7 pm each night and there was hot water at night. Pack plenty of bug spray. We were using 98% deet and I recommend it. Also very chilly there when the wind picks up off the lake. The bears there are truly amazing. You will see 50 to 100 bears hunting salmon all over the area. They walks around the lake are second to none and the scenery is stunning. We took a helicopter from there to a hot spring and then we were diverted back to the helicopter airport due to weather. This forced us in to a 6 hour truck ride to the volcano. Once again the travelling in Kamchatka can be very challenging. The volcanoes are unbelievable. The hiking can be challenging at times especially on snow. One of the members of our group had to turn back although she was very unfit and smoked like a chimney. The geothermal activity here is world class. The second day much of the group chose not to hike the volcano as the ascent was at about a 60 degree angle for much of the hike and rarely levelled off. We also had a lovely boat trip through Avacha Bay and we hired a chef and dined to salmon caviar and crab (set up extra by out group). We stayed an extra coulpe of days and spend a few days rafting and fishing. This outfit is professional and knows there way around this very difficult region. The guide at the volcanoes Artiom is world class. A very rough and wild place but with patience and a positive attitude you will have an amazing time.",8,tripadvisor,Полуостров Камчатка,Китай
barbarawa2017,australia,01.09.17,"Visited Kamchatka to Chukotka on the expedition ship Spirit of Enderby with Heritage Expeditions. This experienced company definitely lived up to expectations. Amazing wildlife with close up views of Brown Bears and Steller's Sea Eagle, good views of Orcas and whales from the ship while taking in the spectacular scenery of snow capped mountains and volcanoes. A great way to access this remote and wild area of Russia.",10,tripadvisor,Полуостров Камчатка,Австралия
SorrentoTeddy,australia,16.08.17,"Just spent two weeks in Kamchatka with Lost World Tours on the ""Treasures of Kamchatka tour"". I had a superb trip run by a very efficient outfit. The 16 of us on tour were all impressed by the four super efficient tour staff. The food and facilities were first rate and the mercurial tour leader, Vitaly did a remarkable job. My only disappointment was that I had somehow thought I would see lots of bears which is not the case unless you book a side trip to Kurile Lake which in retrospect I would have done. Highly recommend a visit to Kamchatka and Lost World is a reliable, efficient operator with a long track record in the area.",10,tripadvisor,Полуостров Камчатка,Австралия
aviel a,israel,04.08.17,"This peninsula is so far away from everything that you might think there's nothing there at all, but it has just a great amount of combination between the soviet looking city Petropavlovsk that provides you with all you need and amazing nature. I had a guide so things were easier, but in case you travel without, take into consideration that it's very difficult to get to places even with a guide. Probably the highlights - klyuchevskaya natural park, mutnovka, Avacha and Nalychevo. Recommended.",8,tripadvisor,Полуостров Камчатка,Израель
Dave&Carla,usa,12.09.16,"In late August 2016 I returned from my 4th visit to Kamchatka (7th to Russia). This visit was so much fun but too short so I'm determined to return for a longer stay. For my visits to Kamchatka I always seek out hiking, often up volcanoes if possible, and wildlife viewing. Kamchatka offers true wilderness and rivals my travels to Alaska, the Canadian arctic and Greenland for scenery, hiking and wildlife. Even if after reading this review, or regardless, feel free to contact me for further information. I do know a few people in the tourism industry that grew up in Kamchatka and would enjoy helping you with questions or any special endeavors! And they offer a lot of winter activities too. I stayed in the Art Hotel in downtown Elizovo (a few km from the airport, about 4500Ru for room with ensuite bath and breakfast and some WiFi) after making reservations there online. The desk clerks are very helpful with proficient English but not fluent. Previously my stays were in Petropavlovsk but having seen the sights there I find Elizovo more convenient and a nice small city. A former guide and interpreter (Lyuba) on my 2007 visit set up a 4 day tour with Kamchatsky Tour (kamchattour.ru). We had two young (30ish) brothers Dima and Sergey as our driver and guide (and I believe co-owners of the company), with Lyuba was my interpreter. Dima and Sergey were hilarious even with their sparse English but Lyuba filled in the gaps there as well as sharing some of her exploits with her sons and family. On this short tour we drive to Tolbachik volcano, camped one night there and had one full day of hiking. With a storm system moving in, after dinner we drove to Kozyrevsk and stayed in some small cabins – sort of a B&B setup with a banya for guests. Next day we drove to Klyuchevskaya Volcano, the highest volcano in Eurasia, hoping to get good view of it if Tolbachik would block the storm system. The weather didn’t cooperate much, but as we approached Klyuchevskaya we did get some distant but good views of it, and also of Shiveluch Volcano – one of the most active volcanos in Kamchatka. Returning from Klyuchevskaya we drove to Esso and camped there, enjoying the public hot spring pool after dinner. We drove to Elizovo the next day. The weather ruined our second day of hiking at Tolbachik but this was a gamble I knew about and accepted. Usually I book longer tours with at least 2 weeks in Kamchatka. Kamchatsky Tour offers a wide selection of one to multi-day tours, like a one day ascent of Avacha volcano for 5500Ru (US$85 as of Sept 2016) per person with a group of 3-6 people. And much more (check out their Web page, the English translation isn’t perfect but adequate). The exchange rate is very favorable for travel to Russia. In past years it has been about 30Ru per US$1 and now about 65Ru per US$1. I find the people in Kamchatka very friendly and helpful. In earlier trips (2007, 2013, 2014) trip I took the local bus, helicopter tours to the Valley of Geysers, and boat tour of the Avacha Bay with the locals and always found someone eager to help and often quite fluent in English – nice, to complement my 10 words of Russian! For about 7 weeks in the summer (approximately mid-July to late August) Yakutia Airlines offers weekly flights between Anchorage and Petropavlovsk, departing and returning on Monday. I booked my flights from airrussia.us, home office in Seattle, WA. If you wish to have lodging in Elizovo that is very inexpensive (1700Ru per person, shared room and bath) and an English speaking hostess, try Martha Explore Kamchatka (in Google Map search “explore kamchatka”). When I stayed there she picked us up and returned us to the airport, provided a hearty yet fresh breakfast, offered some WiFi (higher bandwidth Internet is in the works for Kamchatka) and general help. Her location is a short bus ride from Elizovo, but the Old Castle restaurant with English menus and a wide selection is a 1km walk from her B&B (in Google Map search “explore Kamchatka” then search “restaurants” to see location). Starting a few years ago Russian visas for US citizens are good for 3 years – and up to a 6 month stay. (Almost the same deal for them for US visas.) The visa application is online but still extensive; much better than the paper form. I obtained my visa in San Francisco about 10 days after delivering to my passport/visa service. Finally, as other reviewers have noted, travel in Kamchatka is very rugged. There are few paved roads even to some very popular destinations. Helicopters are used, not bush planes. All flying and some other modes are weather dependent. Like Alaska the weather often does not cooperate. But it offers outstanding wilderness experiences with friendly and competent guides and support at, what I find to be a very reasonable cost (some tour operators are an exception to that).",8,tripadvisor,Полуостров Камчатка,США
madub1961,usa,27.08.16,"I just came back from 10-days tour in Kamchatka organized by Lost World Tours in Petropavlovsk-Kamchatsky. Kamchatka is a great place to visit - volcanoes, hot springs, amazing scenery and, of course, the bears. I have been to Alaska's Katmai National Park, and I have to say, Kurile Lake in Kamchatka beats it - we have seen 50-60 bears in one day there in this salmon season time. Lost World Tours is a serious well established company, and highly recommend their tours and services if you plan to visit Kamchatka. Just be aware that this is a wild and remote place, so you need to manage your expectations - if you are a 5-star hotel type, Kamchatka is probably not a place for you :-)",10,tripadvisor,Полуостров Камчатка,США
Chris M,usa,02.02.16,"I fished with the ""Best of Kamchatka"" outfitter and it was beyond expectation. I have fished Alaska extensively and there is no comparison. These rivers see way fewer people in a season then the popular rivers and fly out streams in Alaska see in a day. We passed spring creeks they said have never ever even been fished. The mouse fishing for trout was so much fun I couldn't believe it. The hard takes the rainbows put on your fly will have you laughing with enjoyment all day! If you've been thinking about going I highly recommend the Best of Kamchatka! The equipment, food, guides, lodging and of course the Russian Vodka were all excellent. The scenery and wildlife was of course beautiful and flying around in the Helicopter's topped it all off. I can't wait to go back!",10,tripadvisor,Полуостров Камчатка,США
ThePell,switzerland,01.11.15,"If you are a nature lover, Kamchatka is well worth a visit! Kamchatka offers vast, untouched wilderness with opportunities to see wildlife and landscapes like no other. And if you want to visit Kamchatka, Lost World is the way to do it. Infrastructure in Kamchatka is limited, so the support of a local operator can greatly simplify your trip (particularly if you do not speak Russian). Please note that travel around Kamchatka is very dependent on the weather, so be prepared to be flexible.",10,tripadvisor,Полуостров Камчатка,Швейцария
Ashish C,india,23.09.15,"Nuclear submarine sites, deepest bay in the world, Sukhoi fighters, bears, salmon, flies, mosquitoes, the woods, volcanoes, vodka- go for it - book now 😇",8,tripadvisor,Полуостров Камчатка,Индия
Marion F,eng,31.08.15,"We did a 12 day Classic Kamchatka tour with Vision of Kamchatka. We thoroughly enjoyed it although it is not for everyone. We spent 4 days hiking up live volcanoes - seeing spectacular views, walking on still hot lava in places. We also rafted the river for 2 days and saw lots of bears (including at least 3 with cubs in tow). Travel was in a large unimog type truck so very slow and over bumpy terrain for much of it but all part of the experience. The helicopter ride to Valley of Geysers was expensive but worth it we thought. Also the boat trip was good value and we had fresh crabs for lunch. Camping for 8 of the nights was a bit chilly at times and you need to be ok with putting up your tent and using long-drop loos. A great experience and not spoilt by too many tourists as it is not easy to get to the remote places.",8,tripadvisor,Полуостров Камчатка,Англоязычная страна
